Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
User Story 7.1 — Architecture propre & scalable,GED-77,10540,Task,In Progress,GED,GEDPro,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,22/Dec/25 2:34 PM,22/Dec/25 2:36 PM,22/Dec/25 2:35 PM,,,0,"* Structure modulaire NestJS.
* Modules (Auth, Users, Docs, Candidates, Interviews).
* Services / Controllers / Repositories.
* Respect SRP & DRY.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0019j:,GEDPRO REST API APP,22/Dec/25 12:00 AM,,,,10415,GED-7,ÉPIC 7 — Architecture & Qualité NestJS,In Progress,22/Dec/25 2:35 PM
User Story 7.2 — Error Handling & Sécurité,GED-78,10541,Task,In Progress,GED,GEDPro,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,22/Dec/25 2:36 PM,22/Dec/25 2:36 PM,22/Dec/25 2:36 PM,,,0,"* Global Exception Filter.
* Validation Pipe (DTO).
* Sécurisation endpoints sensibles.
* Logs d’erreurs.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0019r:,GEDPRO REST API APP,22/Dec/25 12:00 AM,,,,10415,GED-7,ÉPIC 7 — Architecture & Qualité NestJS,In Progress,22/Dec/25 2:36 PM
User Story 7.3 — Tests unitaires obligatoires,GED-79,10542,Task,In Progress,GED,GEDPro,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,22/Dec/25 2:36 PM,22/Dec/25 2:37 PM,22/Dec/25 2:37 PM,,,0,"* Jest config.
* Tests Services & Controllers.
* Mock DB / services externes.
* Coverage minimal.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0019z:,GEDPRO REST API APP,22/Dec/25 12:00 AM,,,,10415,GED-7,ÉPIC 7 — Architecture & Qualité NestJS,In Progress,22/Dec/25 2:36 PM
User Story 8.1 — Documentation API,GED-80,10543,Task,In Progress,GED,GEDPro,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,22/Dec/25 2:37 PM,22/Dec/25 5:09 PM,23/Dec/25 7:11 PM,,,0,"* Swagger Documentation.
* Description endpoints.
* Auth & permissions.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i001a7:,GEDPRO REST API APP,22/Dec/25 12:00 AM,,,,10416,GED-8,ÉPIC 8 — Documentation & Livraison,In Progress,22/Dec/25 2:37 PM
User Story 8.2 — Documentation technique,GED-81,10544,Task,In Progress,GED,GEDPro,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,22/Dec/25 2:38 PM,22/Dec/25 2:38 PM,02/Jan/26 2:07 PM,,,0,"* Architecture globale.
* Installation & configuration.
* Dépendances & rôles.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i001af:,GEDPRO REST API APP,22/Dec/25 12:00 AM,,,,10416,GED-8,ÉPIC 8 — Documentation & Livraison,In Progress,22/Dec/25 2:38 PM
ÉPIC 1 — Authentification & Sécurité,LOG-1,10004,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:33 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i0000v:,,08/Dec/25 12:00 AM,,,,,,,Done,16/Dec/25 7:20 PM
"ÉPIC 2 — Gestion des Ressources (Camions, Remorques, Pneus, Carburant)",LOG-2,10005,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:33 PM,16/Dec/25 7:20 PM,16/Dec/25 9:50 PM,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i00013:,,,,,,,,,Done,16/Dec/25 7:20 PM
ÉPIC 3 – Gestion des Trajets,LOG-3,10006,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:33 PM,16/Dec/25 7:21 PM,16/Dec/25 9:51 PM,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i0001b:,,,,,,,,,Done,16/Dec/25 7:21 PM
ÉPIC 4 – Suivi Maintenance & Alertes,LOG-4,10007,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:33 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i0001j:,,,,,,,,,Done,16/Dec/25 7:20 PM
ÉPIC 5 — Reporting Admin,LOG-5,10008,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:34 PM,16/Dec/25 7:21 PM,17/Dec/25 1:19 PM,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i0001r:,,,,,,,,,Done,16/Dec/25 7:21 PM
ÉPIC 6 – Architecture Back-end & Qualité,LOG-6,10009,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:34 PM,16/Dec/25 7:21 PM,13/Dec/25 3:42 PM,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i0001z:,,,,,,,,,Done,16/Dec/25 7:21 PM
ÉPIC 7 — Front-end React,LOG-7,10010,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:34 PM,16/Dec/25 7:21 PM,11/Dec/25 11:11 PM,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i00027:,,,,,,,,,Done,16/Dec/25 7:21 PM
ÉPIC 8 — Déploiement Docker,LOG-8,10011,Epic,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:34 PM,16/Dec/25 7:21 PM,13/Dec/25 6:25 PM,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},purple,0|i0002f:,,,,,,,,,Done,16/Dec/25 7:21 PM
User Story 1.1 — Connexion utilisateur,LOG-10,10013,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:35 PM,16/Dec/25 12:35 PM,18/Dec/25 5:20 PM,16/Dec/25 12:35 PM,,0,"En tant qu’utilisateur, je veux me connecter pour accéder à l’application selon mon rôle.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:,LOG Sprint 1,08/Dec/25 12:00 AM,,,,10004,LOG-1,ÉPIC 1 — Authentification & Sécurité,Done,16/Dec/25 12:35 PM
[BE] Implémenter login JWT,LOG-14,10019,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:38 PM,11/Dec/25 10:46 PM,,08/Dec/25 4:39 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-08T16:36:05.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i00033:,LOG Sprint 1,,,,,10013,LOG-10,User Story 1.1 — Connexion utilisateur,Done,08/Dec/25 4:39 PM
Middleware Auth (validation du token).,LOG-15,10021,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:38 PM,11/Dec/25 10:47 PM,,08/Dec/25 4:43 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-08T16:42:41.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0003b:,LOG Sprint 1,,,,,10013,LOG-10,User Story 1.1 — Connexion utilisateur,Done,08/Dec/25 4:43 PM
[BE] Middleware Authorization (Admin / Chauffeur).,LOG-16,10023,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:38 PM,11/Dec/25 10:47 PM,,08/Dec/25 10:23 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-08T22:15:55.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0003j:,LOG Sprint 1,,,,,10013,LOG-10,User Story 1.1 — Connexion utilisateur,Done,08/Dec/25 10:23 PM
[FE] Stockage du token + rôle Context.,LOG-18,10027,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:38 PM,16/Dec/25 12:37 PM,,16/Dec/25 12:29 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-16T12:37:37.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0003z:,LOG Sprint 1,,,,,10013,LOG-10,User Story 1.1 — Connexion utilisateur,Done,16/Dec/25 12:29 PM
[TEST] Tests unitaires Auth (service et controller).,LOG-19,10029,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:38 PM,13/Dec/25 3:08 PM,,13/Dec/25 3:08 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T15:08:32.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i00047:,LOG Sprint 1,,,,,10013,LOG-10,User Story 1.1 — Connexion utilisateur,Done,13/Dec/25 3:08 PM
[FE] Page Login + gestion erreurs.,LOG-20,10031,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 2:39 PM,16/Dec/25 12:37 PM,,16/Dec/25 12:29 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-16T12:37:37.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0003r:,LOG Sprint 1,,,,,10013,LOG-10,User Story 1.1 — Connexion utilisateur,Done,16/Dec/25 12:29 PM
User Story 2.1 — CRUD Camions,LOG-35,10059,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:33 PM,16/Dec/25 1:18 PM,16/Dec/25 9:50 PM,16/Dec/25 1:18 PM,,0,"En tant qu’admin, je veux créer, modifier, afficher et supprimer des camions.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i00031:,LOG Sprint 1,08/Dec/25 12:00 AM,,,,10005,LOG-2,"ÉPIC 2 — Gestion des Ressources (Camions, Remorques, Pneus, Carburant)",Done,16/Dec/25 1:18 PM
[BE] Modèle Truck.,LOG-36,10061,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:34 PM,11/Dec/25 10:50 PM,,09/Dec/25 2:26 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=3, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":3,""lastUpdated"":""2025-12-09T14:25:05.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":3,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0005r:,LOG Sprint 1,,,,,10059,LOG-35,User Story 2.1 — CRUD Camions,Done,09/Dec/25 2:26 PM
[BE] CRUD Controllers + Routes.,LOG-37,10063,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:34 PM,10/Dec/25 1:15 AM,,10/Dec/25 1:15 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-09T17:12:38.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0005z:,LOG Sprint 1,,,,,10059,LOG-35,User Story 2.1 — CRUD Camions,Done,10/Dec/25 1:15 AM
[BE] Validation Mongoose.,LOG-38,10065,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:34 PM,10/Dec/25 1:15 AM,,10/Dec/25 1:15 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-10T01:14:38.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i00067:,LOG Sprint 1,,,,,10059,LOG-35,User Story 2.1 — CRUD Camions,Done,10/Dec/25 1:15 AM
[FE] Page liste camions.,LOG-39,10067,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:34 PM,16/Dec/25 1:03 PM,,16/Dec/25 1:03 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0006f:,LOG Sprint 1,,,,,10059,LOG-35,User Story 2.1 — CRUD Camions,Done,16/Dec/25 1:03 PM
[FE] Formulaire Ajout/Edition.,LOG-40,10069,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:34 PM,16/Dec/25 1:08 PM,,16/Dec/25 1:08 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:08:37.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0006n:,LOG Sprint 1,,,,,10059,LOG-35,User Story 2.1 — CRUD Camions,Done,16/Dec/25 1:08 PM
[FE] Suppression camion.,LOG-41,10071,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:34 PM,16/Dec/25 1:08 PM,,16/Dec/25 1:08 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:08:37.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0006v:,LOG Sprint 1,,,,,10059,LOG-35,User Story 2.1 — CRUD Camions,Done,16/Dec/25 1:08 PM
[TEST] Tests unitaires Truck.,LOG-42,10073,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,08/Dec/25 10:34 PM,13/Dec/25 3:18 PM,,13/Dec/25 3:18 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T15:18:17.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i00073:,LOG Sprint 1,,,,,10059,LOG-35,User Story 2.1 — CRUD Camions,Done,13/Dec/25 3:18 PM
User Story 2.2 – CRUD Remorques,LOG-43,10106,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:18 AM,16/Dec/25 1:26 PM,16/Dec/25 9:50 PM,16/Dec/25 1:26 PM,,0,"En tant qu’admin, je veux gérer les remorques.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:26:24.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i00032:,LOG Sprint 1,,,,,10005,LOG-2,"ÉPIC 2 — Gestion des Ressources (Camions, Remorques, Pneus, Carburant)",Done,16/Dec/25 1:26 PM
[BE] Modèle Trailer.,LOG-44,10108,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:22 AM,11/Dec/25 10:52 PM,,10/Dec/25 10:01 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-10T09:44:45.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0007j:,LOG Sprint 1,,,,,10106,LOG-43,User Story 2.2 – CRUD Remorques,Done,10/Dec/25 10:01 AM
[BE] CRUD Controllers + Routes.,LOG-45,10110,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:22 AM,11/Dec/25 10:52 PM,,10/Dec/25 10:01 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0007r:,LOG Sprint 1,,,,,10106,LOG-43,User Story 2.2 – CRUD Remorques,Done,10/Dec/25 10:01 AM
